Study (cluster) (2018),Observation # (2018),Study sorting,Reference,Publication type,Year published,Year (data collection),$ value reported based on year,Type of source,Action,Technique type,Specific technique,Reef Restoration and Adaptation Plan Report Technique,Number of coral colonies/fragments,Species,Location,Latitude,Longitude,Country,Country Code,Income group,Cost (including),Total project costs reported (capital costs and operating costs),"Capital costs reported (planning, purchasing, land acquisition, construction, and financing)","Operating costs reported (maintenance, monitoring, and equipment repair and replacement)",Monitoring costs included,Construction costs included,In-kind costs (volunteers),Funding: Government,Funding: NGO,Funding: volunteers,Funding: private,Notes to funding,Primary motivation category,Secondary motivation category,Tertiary motivation category,SER Concept 1: Reference ecosystems,"SER Concept 2a: Clear targets and goals, SMART objectives",SER Concept 2b: Specific and measurable indicators to evaluate targets/goals/ objectives,SER Concept 2c: Adaptive management,SER Concept 3: Assessing capacity for natural recovery,SER Concept 4: Aiming for full ecosystem recovery ,"SER Concept 5: Restoration draws on all relevant knowledge (science, practice and traditional knowledge)",SER Concept 6: Early and ongoing stakeholder engagement with communities and end-users,Primary Attribute Category,Secondary Attribute Category,Variable 1,Attribute Category Variable 1,Sub-attribute Category Variable 1,Variable 2,Attribute Category Variable 2,Sub-attribute Category Variable 2,Variable 3,Attribute Category Variable 3,Sub-attribute Category Variable 3,Variable 4,Attribute Category Variable 4,Sub-attribute Category Variable 4,Variable 5,Attribute Category Variable 5,Sub-attribute Category Variable 5,Variable 6,Attribute Category Variable 6,Sub-attribute Category Variable 6,Variable 7,Attribute Category Variable 7,Sub-attribute Category Variable 7,Variable 8,Attribute Category Variable 8,Sub-attribute Category Variable 8,Variable 9,Attribute Category Variable 9,Sub-attribute Category Variable 9,Variable 10,Attribute Category Variable 10,Sub-attribute Category Variable 10,Variable 11,Attribute Category Variable 11,Sub-attribute Category Variable 11,Variable 12,Attribute Category Variable 12,Sub-attribute Category Variable 12,Variable 13,Attribute Category Variable 13,Sub-attribute Category Variable 13,Variable 14,Attribute Category Variable 14,Sub-attribute Category Variable 14,Variable 15,Attribute Category Variable 15,Sub-attribute Category Variable 15,Variable 16,Attribute Category Variable 16,Sub-attribute Category Variable 16,Variable 17,Attribute Category Variable 17,Sub-attribute Category Variable 17,Variable 18,Attribute Category Variable 18,Sub-attribute Category Variable 18,Ecological outcome,Economic outcome,Social outcome,Project duration (year),Spatial extent (ha),Year used in CPI conversion,Cost ($),Currency,Restoration cost in (US$ / ha),"Restoration cost in  (US$ / ha) @2010 base, CPI","Restoration cost in (US$ / ha / yr) @2010 base, CPI","Restoration cost in (Int$ / ha) @2010 base, GDP (PPP)","Restoration cost in (Int$ / ha / yr) @2010 base, GDP (PPP)",Feasibility (reasons for failure/success),Pre-transplant average survival (%),Transplant average survival (%),Post-transplant average survival (%),Average survival (%)
12,87,,"Chamberland VF, Petersen D, Guest JR, Petersen U, Brittsan M, Vermeij MJA (2017) New seeding approach reduces costs and time to outplant sexually propagated corals for reef restoration. Sci Rep 7:12",journal,2017,2014,2014,primary,Tested the efficiency of outplanting three-week-old coral settlers using novel tetrapod-shaped substrates for coral settlement. Assessed if the movement of the tetrapod-shaped substrates would be low enough that they would become rapidly attached or stabilized within the reef framework in areas with low to high levels of structural complexity. Here: type II tetrapods.,physical and biological,deployment of artificial reef structures; ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,30,Favia fragum,Curaçao,12.16957,-68.99002,Curaçao,CUW,High income,"The costs of seeding the two tetrapod types was calculated following Edwards et al. Expenses associated with larval rearing (e.g., gamete/larvae collection, culture maintenance, larval settlement, nursery construction and maintenance were not considered in the cost-analysis. The analysis therefore only included expenses related to (1) the production or purchasing of settlement substrates, (2) materials needed to secure the substrates to the reef (e.g., cable-ties, nails, pneumatic drills, epoxy), (3) air tanks for SCUBA divers, and, if needed, pneumatic drills, and lastly, (4) labour required to carry out the outplant. We did not include costs related to boat usage as this expenditure is highly dependent on local conditions such as fuel prices and distance to the restoration site. To compare the total costs of the different restoration approaches, the costs to restore one hectare of reef with 10,000 seeding units with 10 persons was calculated for each method, and its effectiveness expressed as seeding units  yield after one year. Because settler mortality is highest during the first year of outplanting, the seeding units  yield after one year was assumed to be an adequate metric to evaluate the long-term success of sexual coral restoration efforts. Study was carried out over 0.15 hectare; cost estimates are over 1 hectare.",,,yes,,,,,yes,,yes,"This research was funded by SECORE International through donations and grants of TUI Cruises, the Green Foundation, the Clyde and Connie Woodburn Foundation, Futouris e.V., the Montei Foundation, and one anonymous funder.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Coral larvae settlement rates,Ecosystem function,Reproduction,Coral settler size,Ecosystem function,"Growth, productivity","Cost (production of settlement substrates, material, out-planting)",Socio-economic,Restoration costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,1.0,0.1500,2014,6800 US$/ha,USD,"6,800","6,262","6,262","2,020","2,020","One week before the last survey (t = 12 months), a storm caused major breakage of Millepora spp. and Acropora palmata colonies within the study area. A total of nine tags (out of 30) could no longer be located and were likely buried under scattered Millepora and Acropora fragments or had detached.",,,9.8,9.8
13,88,13,"Chamberland VF, Vermeij MJA, Brittsan M, Carl M, Schick M, Snowden S, Schrier A, Petersen D (2015) Restoration of critically endangered elkhorn coral (Acropora palmata) populations using larvae reared from wild-caught gametes. Glob Ecol Conserv 4:526-537.
",journal,2015,2010,2010,primary,"Compared the survival and growth of settlers transferred to the reef at the age of two weeks to that of settlers raised in the land-based (ex-situ) nursery over a period of 2.5 years. Here, recruit-substrate units are reared in in-situ nursery on the reef.",biological,growing corals in nurseries and out-planting,Coral gardening,30,Acropora palmata,Curaçao,12.16957,-68.99002,Curaçao,CUW,High income,"These costs pertained to (1) nursery maintenance, (2) larval rearing and settling and (3) recruit-substrate unit outplanting and monitoring. The costs to build a land-based (ex-situ) nursery facility (materials and labor) amounting US$52,100 was included in the total cost estimate using  recruit-substrate units which were reared on the reef. We estimate one coral per recruit-substrate unit. Calculations for total cost per area are based on the estimate by the authors in Chamberlain et al. (2017) stating that 10,000 recruit-substrate units are necessary to populate one hectare of reef.",yes,yes,yes,yes,,,yes,yes,,,"The research leading to these results has received funding from the European Union Seventh Framework Programme (FP7/2007–2013) under grant agreement no 244161 (Future of Reefs in a Changing Environment). Through the SECORE Foundation and the Columbus Zoo and Aquarium, funding was received from the National Oceanic and Atmospheric Administration (NOAA), grant nos. 2010-WC133F-10-SE-3228, 2011-WC133F-11-SE-2441 and 2012-WC133F-12-SE-2076), the Association of Zoos and Aquariums (AZA, grant no 09-932), the Green Foundation, the Walton Family Foundation (grant no 2012-839/2013-170), TUI Cruises/Futouris e.V., the Clyde and Connie Woodburn Foundation, and the Montei Foundation.","Improve restoration approach, technology, methods / Answer ecological research questions","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Socio-economic,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Coral settler size,Ecosystem function,"Growth, productivity","Cost (setting up land-based nursery facility, nursery maintenance, larval rearing and settling, out-planting, monitoring)",Socio-economic,Restoration costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,2.5,NA,2010,"13 US dollar per recruit-substrate unit reared in in-situ nursery * 10,000 to populate one ha (used 2011 for CPI and GDP PPP coversion)",USD,"130,000","130,000","52,000","72,861","29,144","The geometry of the tripods, which allowed for settlement on undersides, appears to be an important element contributing to the long-term survival of the outplanted A. palmata settlers. A. palmata recruits on the reef suffered unexpectedly high mortality sometime between 11 and 17 months postoutplanting, most likely caused by high wave action.",,,3.4,3.4
13,89,,"Chamberland VF, Vermeij MJA, Brittsan M, Carl M, Schick M, Snowden S, Schrier A, Petersen D (2015) Restoration of critically endangered elkhorn coral (Acropora palmata) populations using larvae reared from wild-caught gametes. Glob Ecol Conserv 4:526-537.
",journal,2015,2010,2010,primary,"Compared the survival and growth of settlers transferred to the reef at the age of two weeks to that of settlers raised in the land-based (ex-situ) nursery over a period of 2.5 years. Here, recruit-substrate units are reared in land-based (ex-situ) nursery and outplaned when they were larger.",biological,ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,30,Acropora palmata,Curaçao,12.16957,-68.99002,Curaçao,CUW,High income,"These costs pertained to (1) nursery maintenance and (2) ex-situ larval rearing and settling. The costs to build a land-based (ex-situ) nursery facility (materials and labor) amounting US$52,100 was included in the total cost estimate using  recruit-substrate units which were reared on the reef. We estimate one coral per recruit-substrate unit. Calculations for total cost per area are based on the estimate by the authors in Chamberlain et al. (2017) stating that 10,000 recruit-substrate units are necessary to populate one hectare of reef.",yes,yes,yes,yes,,,yes,yes,,,"The research leading to these results has received funding from the European Union Seventh Framework Programme (FP7/2007–2013) under grant agreement no 244161 (Future of Reefs in a Changing Environment). Through the SECORE Foundation and the Columbus Zoo and Aquarium, funding was received from the National Oceanic and Atmospheric Administration (NOAA), grant nos. 2010-WC133F-10-SE-3228, 2011-WC133F-11-SE-2441 and 2012-WC133F-12-SE-2076), the Association of Zoos and Aquariums (AZA, grant no 09-932), the Green Foundation, the Walton Family Foundation (grant no 2012-839/2013-170), TUI Cruises/Futouris e.V., the Clyde and Connie Woodburn Foundation, and the Montei Foundation.","Improve restoration approach, technology, methods / Answer ecological research questions","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,Partially,Partially,Yes,No,No,No,No,No,Ecosystem function,Socio-economic,Survival,Ecosystem function,Survivorship,Mortality,Ecosystem function,Survivorship,Coral settler size,Ecosystem function,"Growth, productivity","Cost (setting up land-based nursery facility, nursery maintenance, larval rearing and settling, out-planting, monitoring)",Socio-economic,Restoration costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,2.5,NA,2010,"325 US dollar per recruit-substrate unit reared in land-based (ex-situ) *10,000 to populate one ha plus 52,100 US dollar for establishing the facility (used 2011 for CPI and GDP PPP coversion)",USD,"3,302,100","3,302,100","1,320,840","1,850,727","740,291","In sum, the combined effects of unforeseen stressors (diseases, competition, and physical factors) likely explain the lower survival rates observed in our land-based nursery compared to that of settlers that were immediately outplanted to the reef.",,0.5,,0.5
14,90,14,"Clark S, Edwards AJ (1994) Use of artificial reef structures to rehabilitate reef flats degraded by coral mining in the Maldives. Bull Mar Sci 55:724-744",journal,1994,1991-1992,,primary,"Corals for transplantation were collected by denuding 3 undergraded 50 m2 areas of reef flat. Corals were transferred to the 3 x 36 m2 Armorflex study sites submerged in seawater and the base of each colony fixed into position with marine cement at the earliest opportunity to reduce stress. Growth, survival and losses of transplants have been monitored at 6-8 monthly intervals, and recovery of the artificially denuded areas monitored simultaneously.",physical and biological,deployment of artificial reef structures; transplanting of whole colonies,Substrate addition - Artificial reef,118,"Acropora cytherea, Acropora digitifera, Acropora divaricata, Acropora gemmifera, Acropora humilis, Acropora hyacinthus, Acropora tenuis, Astreopora sp., Cyphastrea sp., Favia sp., Favites sp., Galaxea sp., Goniastrea retiformis, Heliopora sp., Hydnophora sp., Leptastrea purpurea, L. transversa, Lobophyllia sp., Montastrea sp., Montipora sp., Pavona sp., Pocillopora verrucosa, Porites lichen, Porites lobata, Porites lutea, Porites nigrescens, Psammocora contigua, Symphyllia sp.",Galu Falhu,4.179511,73.494857,Maldives,MDV,Upper middle income,,,,,,,,yes,,,,"This research program is funded by the U.K. Overseas Development Administration's Renewable Natural Resources Research Strategy and Engineering Research Programmes. We thank Mr. H. Maniku Maizan, Director of the Marine Research Section and all his staff who have assisted with the study, We also acknowledge the support of the Honourable Mr. A. Kamaludeen, Minister of Public Works and Labour and his staff, in particular Mr. A. Naushad, for their valuable assistance with the reef deployment program. We are most grateful to Mr. A. Shareef, Dr. C. Anderson, Dr. W. Allison, Dr. A. Dawson-Shepherd and Mr. C. Sier for assistance with field work.","Restoration after environmental impact (e.g. ship-grounding, mining, oil spill, hurricane)","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,Yes,Partially,Yes,No,Yes,Yes,No,No,Ecosystem function,Species composition,Fish population ,Ecosystem function,Habitat function,Recruitment (of more than one species),Species composition,Recruitment/ succession of species,Recruitment,Ecosystem function,Reproduction,Linear skeletal extension,Ecosystem function,"Growth, productivity",Survival,Ecosystem function,Survivorship,Survival (of more than one species),Species composition,Survivorship of species,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Number of live coral colonies,Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,"Growth, productivity",,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.7,0.0108,1991,NA,NA,NA,NA,NA,NA,NA,"Summary of survival rates of coral transplants on 3 x 36 m2 Armorflex areas over 8 months. Initial results of this study are very encouraging. Already there is clear enhancement of the badly degraded reef-flat ecosystem as a result of deployment of artificial reef structures. Within 12 months the fish populations on sites have become comparable in terms of abundance and species
diversity to those on nearby undegraded reefs.",,,68.5,68.5
15,91,15,"Clark S, Edwards AJ (1995) Coral transplantation as an aid to reef rehabilitation: Evaluation of a case study in the Maldive Islands. Coral Reefs 14:201-213",journal,1995,1991-1993,,primary,Three replicate sets of Armorflex concrete mats (18 m2 area for coral transplantation) were deployed at 0.8-1.5 m depth as platforms for the attachment of coral transplants. Corals for transplantation were collected from three 50 m2 areas near the reef crest. Bases of coral colonies were fixed into position as soon as possible using small polythene bags containing premixed cement with retardant.,physical and biological,deployment of artificial reef structures; transplanting of whole colonies,Substrate addition - Artificial reef,530,"Acropora cytherea, Acropora digitifera, Acropora divaricata, Acropora gemmifera, Acropora humilis, Acropora hyacinthus, Acropora tenuis, Acropora indet., Astreopora spp., Montipora spp., Pocillopora damicornis, Pocillopora verrucosa, Porites lichen, Porites lobata, Porites lutea, Porites nigrescens, Porites indet., Favia spp., Favites spp., Goniastrea reticulosa, Goniastrea indet., Leptastrea purpurea, Leptastrea transversa, Leptastrea indet., Montastrea spp., Cyphastrea sp., Pavona spp., Psammacora spp., Symphyllia sp., Hydnophora sp., Galaxea sp., Heliopora sp.",Galu Falhu,4.179511,73.494857,Maldives,MDV,Upper middle income,,,,,,,,yes,,,,"This research was funded by the UK Overseas Development Administration's Renewable Natural Resources Research Strategy and Engineering Research Programmes. We would like to thank Mr Hassan Maniku Maizan, Director of the Marine Research Section and all his staff who have assisted with this project. We also acknowledge the invaluable assistance of Mr Abdullah Kamaludeen and the staff of the Ministry of Public Works and Labour in the reef empIacement programme. In addition, we are most grateful to Mr. Ahmed Shareef, Mr Ismael Haleem, Mr Ahmed Shathir, Dr Charles Anderson, Mr William Allison, Dr Alec Dawson Shepherd and Mr Chris Sier for their contributions to the field work.","Restoration after environmental impact (e.g. ship-grounding, mining, oil spill, hurricane)","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,Yes,Partially,Yes,No,Partially,No,No,No,Ecosystem function,Species composition,Survival,Ecosystem function,Survivorship,Survival (of more than one species),Species composition,Survivorship of species,Percent cover,Ecosystem function,"Growth, productivity",Coral density,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Mortality,Ecosystem function,Survivorship,Linear skeletal extension,Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,2.3,0.0054,1991,NA,NA,NA,NA,NA,NA,NA,"Survivorship of corals 28 months after transplantation on Armorflex structures was between 44 - 60 %, with an overall survivorship of 51 %.",,,51.0,51.0
16,92,16,"Cooper WT, Lirman D, VanGroningen MP, Parkinson JE, Herlan J, McManus JW (2014) Assessing techniques to enhance early post-settlement survival of corals in situ for reef restoration. Bull Mar Sci 90:651-664",journal,2014,2006-2007,,primary,"Larvae were collected from adult colonies in the laboratory and, once competent to settle, were seeded directly onto the reef substrate. Settled spat were individually mapped and monitored using fluorescence techniques, and found to have a low survivorship with <3%–15% surviving after 1 mo, and <1% after 5 mo. Approximately 100 and 75 larvae were injected into each of the 30 seeders.",biological,ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,"3,000",Porites astreoides,"Biscayne National Park, Florida",25.50851,-80.120585,United States,USA,High income,,,,,,,,yes,yes,,,"This work was funded jointly by the National Oceanic and Atmospheric Administration
Coastal Ocean Program under award #NA04NOS4260065 through Nova Southeastern
University, the Canon National Parks Science Scholars Program, and the International Society for Reef Studies/The Ocean Conservancy Graduate Fellowship.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Yes,Yes,No,No,No,No,No,Species composition,Ecosystem function,Substrate community composition,Species composition,"Species make-up, diversity and distribution ",Coral larvae settlement rates,Species composition,Recruitment/ succession of species,Survival (post-settlement of coral spat),Ecosystem function,Survivorship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,0.0030,2006,NA,NA,NA,NA,NA,NA,NA,"Low survivorship of settled coral spat with <1% surviving after 5 months. Techniques to enhance survival, including choice of substrate and post-settlement caging, did not significantly influence the high rates of natural mortality. Results indicate general lack of knowledge regarding the major factors that drive the magnitude of early post-settlement mortality.",1.0,,,1.0
17,93,17,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",journal,2015,2007,,primary,Survivorship of E. lamellosa and M. scabricula nubbins reared in the nurseries(E-Nur and M-Nur) and transplanted on bommies. Here E. lamellosa.,biological,growing corals in nurseries and out-planting,Coral gardening,360,Echinopora lamellosa,"Bolinao, Pangasinan",16.3425356,119.8927296,Philippines,PHL,Lower middle income,,,,,,,,,,,,"This study was supportedby the Global Environment Facility/World Bank-funded “Coral Reef Targeted Research for Capacity Building and Management” Pro-gramme and by the European Union INCO-DEV Project (REEFRESno. 510657). This is contribution number 445 of the Marine ScienceInstitute, University of the Philippines, Diliman.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Physical conditions,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All E. lamellosa nubbinsin both nurseries and bommies died unexpectedly 10 months after transplantation after exhibiting 95% and 64% survivorship, respectively, 2 months earlier. This is attributed to the abnormal increase of sea surface temperature during June 2007.",,,0.0,0.0
17,94,,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",journal,2015,2007,,primary,Survivorship of E. lamellosa and M. scabricula nubbins reared in the nurseries(E-Nur and M-Nur) and transplanted on bommies. Here M. scabricula,biological,growing corals in nurseries and out-planting,Coral gardening,360,Merulina scabricula,"Bolinao, Pangasinan",16.3425356,119.8927296,Philippines,PHL,Lower middle income,,,,,,,,,,,,"This study was supportedby the Global Environment Facility/World Bank-funded “Coral Reef Targeted Research for Capacity Building and Management” Pro-gramme and by the European Union INCO-DEV Project (REEFRESno. 510657). This is contribution number 445 of the Marine ScienceInstitute, University of the Philippines, Diliman.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Physical conditions,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,9.5,9.5
17,95,,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",journal,2015,2007,,primary,"Survivorship of E. lamellosa and M. scabricula colonies from wild collections (E-Wand M-W) and nursery-reared colonies (E-NR and M-NR), all transplanted on bommies. Here E. lamellosa.",biological,transplantation of nursery grown corals; transplanting fragments from donor colonies,Coral gardening - Transplantation phase,,Echinopora lamellosa,"Bolinao, Pangasinan",16.3425356,119.8927296,Philippines,PHL,Lower middle income,,,,,,,,,,,,"This study was supportedby the Global Environment Facility/World Bank-funded “Coral Reef Targeted Research for Capacity Building and Management” Pro-gramme and by the European Union INCO-DEV Project (REEFRESno. 510657). This is contribution number 445 of the Marine ScienceInstitute, University of the Philippines, Diliman.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Physical conditions,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All E. lamellosa nubbins in both nurseries and bommies died unexpectedly 10 months aftertransplantation after exhibiting 95% and 64% survivorship, respectively, 2 months earlier. This is attributed to the abnormalincrease of sea surface temperature during June 2007.",,,0.0,0.0
17,96,,"dela Cruz DW, Rinkevich B, Gomez ED, Yap HT (2015) Assessing an abridged nursery phase for slow growing corals used in coral restoration. Ecol Engin 84:408-415",journal,2015,2007,,primary,"Survivorship of E. lamellosa and M. scabricula colonies from wild collections (E-Wand M-W) and nursery-reared colonies (E-NR and M-NR), all transplanted on bommies. Here M. scabricula.",biological,transplantation of nursery grown corals; transplanting fragments from donor colonies,Coral gardening - Transplantation phase,,Merulina scabricula,"Bolinao, Pangasinan",16.3425356,119.8927296,Philippines,PHL,Lower middle income,,,,,,,,,,,,"This study was supportedby the Global Environment Facility/World Bank-funded “Coral Reef Targeted Research for Capacity Building and Management” Pro-gramme and by the European Union INCO-DEV Project (REEFRESno. 510657). This is contribution number 445 of the Marine ScienceInstitute, University of the Philippines, Diliman.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Physical conditions,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Growth (change in surface area),Ecosystem function,"Growth, productivity",Growth (buoyant weight),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Not reported,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,15.5,15.5
18,97,18,"dela Cruz DW, Villanueva RD, Baria MVB (2014) Community-based, low-tech method of restoring a lost thicket of Acropora corals. ICES J Mar Sci 71:1866–1875",journal,2014,2010-2012,,primary,Corals were transplanted with a density of 6.25 corals/m2 over 1 hectare. This project was a community-based approach.,biological,transplanting fragments from donor colonies,Direct transplantation,"62,500","Acropora intermedia, Acropora pulchra","Lucero village, Santiago Island, Bolinao, Pangasinan",16.422026,119.911256,Philippines,PHL,Lower middle income,"Cost estimate for transplanting 31250 Acropora intermedia and 31250 Acropora pulchra over 1 hectare with a density of 6.25 corals m-2. The total cost of restoring a thicket of Acropora in a sandy-rubble field using this lowtech rehabilitation method with community participation was estimated to be US$ 9198.40 ha-1 (US$ 0.90 m-2), and thus 60% cheaper than without community involvement. Community involvement not only reduced the cost of the restoration activity but also provided the community with a sense of ownership and responsibility for their resources, thus ensuring the long-term success of the intervention. Cost are provided for high-density treatment (62500 fragments in one hectare). Cost include materials for collection of fragments (1186.00 US $), boat rental and gasoline for collection (512.4 US $), and materials required for transplantation (7500.00 US $). (Distance between source reef and restoration site is 20 km; distance between the shore (village) and restoration site is 0.5 km).",,yes,,,,,yes,,,,"We thank the villagers of Barangay Lucero, people’s organizations and the local government unit of the Municipality of Bolinao, Pangasinan, and all participants in this community-based coral restoration project. Funding: we thank the Australian Centre of International Agricultural Research for financial assistance during the preparation of the manuscript. This study was funded by the Philippines’ Department of Science and Technology through the Philippine Council for Agriculture, Aquatic and Natural Resources Research and Development.","Improve restoration approach, technology, methods / Answer ecological research questions","Social reasons (e.g. community involvement, job creation, nature education, environmental outreach)",Not reported,No,No,No,No,Yes,No,No,Yes,Ecosystem function,Species composition,Survival,Ecosystem function,Survivorship,Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Percent cover (of more than one species),Species composition,Species composition (non-target ecosystem flora or fauna),Fish abundance,Ecosystem function,Habitat function,Fish species richness,Ecosystem function,Habitat function,Fish biomass,Ecosystem function,Habitat function,Macroinvertebrates (abundance),Ecosystem function,Habitat function,Macroinvertebrates (species richness),Ecosystem function,Habitat function,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Yes,1.6,1.0000,2010,"9,198",USD,"9,198","9,198","5,749","1,037",655,Transplant survivorship was generally high (68–89%) after 19 months. Survivorship is based on pre-experiments involving the transplantation of 450 coral fragments to 6 x 16 m2 (4 x 4 m) plots at a high (50 corals/16 m2) and low (25 corals/16 m2) coral density.,,,78.5,78.5
